,arm,cv_headway,cv_headway,ewt_min,ewt_min,frr,frr,boycott_rate_pct,boycott_rate_pct,revenue_variance,revenue_variance
,,mean,std,mean,std,mean,std,mean,std,mean,std
0,Arm_A,0.39041420883489936,0.007905028411795592,4.798150375232255,0.08701683704908907,0.7601522040100728,0.008089559273634323,15.097486218081963,0.621606930907779,3064207157.595698,151531310.7905424
1,Arm_B,0.3000544672137851,0.005682847902451871,3.8031584287828424,0.05698502937185199,0.6615740439769919,0.007772079929021352,0.0,0.0,2349981.2221750445,243294.6092591691
2,Arm_C,0.24010361673974437,0.004651944560553029,2.8932161226822486,0.05110135454931429,0.9105745477490689,0.00832298571184181,7.491107855944944,0.42131746851850566,3058659134.122202,140368718.61647353
3,Arm_D,0.13906169690738412,0.0039873718596365295,1.9026356649127059,0.03691420936200586,1.120090150719165,0.009552948446863599,0.0,0.0,2310074.070964026,253706.50866095515
